452;BAD PRODUCT;poor quality product arrived on time but the masks are small, the elastics are too tight, it is almost impossible to wear them. some masks even have no elastic bands. highly recommended purchase. I also point out that Amazon does not let you return the product;Real
453;Very good but count the masks ;poor quality product arrived on time but the masks are small, the elastics are too tight, it is almost impossible to wear them. some masks even have no elastic bands. highly recommended purchase. I also point out that Amazon does not let you return the product;Real
454; Too tight; I always buy ffp2 masks here on Amazon, these seem to be the worst ones I've found so far. Compared to the others, they have a much lower thickness and, unbearably, they have short elastic bands, so short that this morning after two hours I had to change the mask with a another model from another manufacturer which fortunately I had carried as a spare in my bag.failed;Real
455; Not satisfied; unfortunately, as in a previous purchase, the masks are not 50 but 49. I confirm what I have also read in other reviews and that is that the characteristics of the masks are affixed with two stamps of different sizes rather than being imprinted on them. This does not suit me makes you think well about the product.;Real
456; Satisfactory product even if it arrived in a broken box.; Unused box clearly opened and then closed badly with tape. fortunately the masks are closed individually. good elasticity (the elastic bands do not hurt at all behind the ears) and good portability.;Real
457; excellent but the elastic comes off almost immediately; excellent masks which are practically useless because the elastic always comes off immediately from the top right point. NB it could only be a problem with my batch but I go on with pins and when I don't have the stapler at hand have to be thrown away (and I'm in trouble);Real
458;I do not recommend the purchase;as many have written, the product is not optimal. the masks are very tight and not comfortable. furthermore, one yes and one no break on one side of the elastic probably because they are too small. I do not recommend purchasing;Real
459;Rubber bands are terrible. They are narrow. The underwire hurts! For children or very thin faces; be careful that they are too small. elastic bands that pull a lot on the ears. an adult can't wear them (tried by two boys aged 18 and 20 at nine and by two male and female adults with normal sized faces, it doesn't work for anyone!!!).;Real
460; incorrect description; the masks received are not suitable for adults. The straps that must be placed behind the ears are very short and an adult struggles to wear them, risking the strap coming off the mask. The problem was reported and Amazon was superb. in solving the problem.;Real
461;Unusable product incredibly short elastics. You can't sell a product like this; it's impossible to wear them, they have such a short elastic that not even a small child can wear them. what I don't understand is the lack of control. unfortunately it is the second time I have purchased this product and I have always been unable to use them;Real
462; Doubt about CE certification. Read...; this time I preferred to buy Italian. It's a shame that doubts about the certification persist given the period. compared to Chinese masks they are strangely very light. It has nine somewhat home-made stamps. I probably wouldn't buy them again;Real
463;Safe masks;excellent value for money for the moment they seem to be going very well! it is the first package of surgical masks that has individually packaged masks inside which is essential for hygiene! I recommend it;Real
464;I thought better...;problems with the elastic. out of 22 masks worn, 8 had the problem. elastics that came off already on the first day: some on the first try. the photo I am sending is the last and only one in the series to have been detached in that way. on the others the problem was on the seams of the mask.;Real
465;Not among the best;I bought this product several times with the hope that the first few times it was just a mistake but unfortunately I continue to find these masks in the box in addition to the ffp2 ones in the package. in the package there are approximately 40 ffp2 and two packages of these useless masks. for the rest they are good CE certified brand.;Real
466; Too bad they are all damaged; I have purchased this product several times, always with satisfaction. in this match, with the exception of 15 masks, in the others the ear elastics were detached. Sin! unreliable product;Real
467;They are not suitable for wearing by an adult;I find the ffp2 masks excellent but these proved to be the opposite. very difficult to wear for an hour with elastic bands that pull and it doesn't hurt much, let alone having to wear them for 8-10 hours at a time to work or school. it is almost impossible to wear them.;Real
468;The elastics give easily; terrible product. I'm really disappointed. I purchased a pack of 50 masks and on the second mask I use, the elastics did not give. The product is not suitable for return so I find myself with 48 useless masks. I strongly advise against the purchase;Real
469; Good product; masks arrived on time and well packaged individually. the fabric is breathable and the elastics are resistant. the only not exactly optimal aspect is that at the beginning they are not exactly odorless;Real
470; They do what they promise; the product itself deserves 3 stars. does what it promises. I give one star for the delivery which was horrible: whoever was the courier who delivered left the package in the entrance hall of the building without even ringing the bell.;Real
471; Quality but shipping more expensive than expected; I haven't opened the box but it will certainly be true as always. just one thing: I had to arrive at a collection point also to get free transport but I was still charged...;Real
472;Elastic bands are too short!;the masks are not good but the rubber bands are too short are not good enough for a child. I didn't return them precisely because I can make my 11 year old son wear them but for adults they are tight and it hurts a lot.;Real
473;Practical and comfortable;I bought these ffp2 masks for the excellent price and because they were recommended by Amazon. It has a flaw: the elastic detaches from the mask easily and you then have to make do to keep them on. they are practically disposable.;Real
474; Very scarce;" ""the only positive side is that they don't stink, otherwise they are not valid. about half of the masks are cut badly so they open in half. in others the internal layer comes off. in short, very bad. it will be ninth also """"made in Italy"""" but they remain terrible.""";Real
475; TWO MASKS WERE MISSING; I purchased this product, nothing to say about the 100% made in Italy quality... moreover, made in my dear Calabria in Vibo Valentia... but in the package there were 2 fewer masks... 48 instead 50 as I had purchased...;Real
476;Good masks but the laces are TOO TIGHT;I have already ordered these masks 3 times and they are of good quality but the laces are really too tight and in the last batch I wore them even more! we use them on several people with different facial shapes and we have all encountered the same problem.;Real
477; the laces on the right are longer and less elastic than those on the left; I had purchased the pack of 30 for and was very happy with the portability and elasticity. I repurchased the product in the 50-piece format but the masks are larger and the d laces are longer and less elastic than those on the left;Real
478; Defective product; good morning, the Sicurezza Protection masks are defective. When used they fray after a few hours. This is my first negative purchasing experience on Amazon. Kind regards Luigi Coniglio;Real
479;PROBLEM WITH THE ELASTICS;I purchased these masks for my children to be able to send them safely to school, unfortunately the elastics are too short, it is impossible to wear the mask for a few hours in a row for a child, let alone an adult!;Real
480; Tight; after many hours of use you can feel the discomfort caused by the elastic bands on the ears, perhaps a little tight. All in all satisfied with the product, well sealed and in good condition. Improved elasticity.;Real
481;The elastics break;"the elastics break immediately as if they were dry because they are ""old"". I will make a complaint. I have used some hoping to have accidentally found only a few defective ones but almost all of them break immediately.";Real
482;Disappointing last purchase;I have purchased these masks twice. the first time I was satisfied with an adequate mask with a good fit. the second time the packaging was slightly modified but the masks were no longer the same, shorter and more rigid elastic bands prevent a comfortable fit especially if you have to wear it for a few hours. very disappointed now I find myself with 50 masks that none of the family is able to wear comfortably because they are too tight. not recommended.;Real
483;Bad quality solos not recommended;bad, the worst I've ever tried! the bad luck was buying 50 and discovering that in my opinion they are not good. I use them for 8 hours a day, they don't allow me to breathe as well as other brands do. unfortunately I had to open them to try them and I couldn't return them but they were terrible, terrible! buy something else or if you want I'll give them to you;Real
484; the certifying body is not in the NANDO register; the certification leaves me with many doubts also because the certifying body is not in the Nando register. I bought them and decided not to use them given the dubious protection. Perhaps it would be better for Amazon to ascertain and guarantee better first to put protection products on sale in this period of pandemic. you play with people's health. why doesn't the Italian company that produces them have them certified by recognized bodies registered in nando?;Real
485;Bad product;very thin product with layers (only 4?) of inadequate fabric.one in every 3-4 breaks at the attachment of the mask holder after a few hours of use;Real
486;Not recommended, many are defective;"very bad.. on the writing ""the cat"" more than half have small holes in place of the final letter "" or"" due to excessive pressure of the stamp.. personally I was very impressed disappointed, I don't recommend them.";Real
487; Excellent quality to buy on promotion as they are a little expensive but you know you pay for a valid product.; first of all the masks have nine four layers, the mask was carefully cut by the undersigned and checked. the filters are good at least as far as a mere mortal can understand, CE certified, made in Italy, not like many made in Italy that are not made in Italy. the product seems very good, the only flaw I would like to say is that the elastics are a little short but using those ear savers or those silicone rubbers solves the problem otherwise the ears after 8 hours of work suffer from the short elastic. I reordered this time for the colored ones. I would like to say that I really like the very large print highlighted on both sides, not like many masks that you can't even see and you don't understand who the seller is or where they are made. good, finally a good product.;Real
488; excellent and resistant; the package arrived on time without problems or problems. The masks were of the estimated number and of the type specified with the necessary certifications. Overall, resistant and reliable products. I found the elastic bands very tight, so much so that prolonged use could cause headaches for those with a particularly bulky head like mine. I therefore recommend paying attention to this possible problem;Real
489;I thought I was making an excellent purchase;I'll start by saying that the elastic bands are comfortable but the quality disappointed me. It feels like you're wearing cardboard. I didn't want to believe some reviews. but I have to tell myself that they were right. the first one I opened an elastic immediately came off. I hope the same thing doesn't happen to the others.;Real
490;Not satisfied. 4 Layers. Not 5.; it is made up of 4 layers. I have other ffp2 masks with 5 layers. honestly you can't understand anything anymore with these masks. in fact I bought other certified ffp2 masks with 5 layers. I will use these under the surgical mask;Real
491;Short elastics;poor product, the support elastics are extremely short and pull a lot on the ears, leaving marks. they are impossible to wear for more than an hour. Other family members have not encountered the same problems. not suitable for children.;Real
492; They work; they work perfectly. There are several in the package just as written in the description. Convenient because they can be changed once filled with insects. the green rods where they should be inserted are a little uncomfortable because they don't hold up well and therefore it's a constant process of inserting them to hang them.;Real
493;After just one day it no longer works;I had to return the item because the headset stopped working after just one day. there is probably a contact. the fact is that only in some positions and by pulling/bending the wire can you hear it in both headphones. I would say that there is a lack of serious quality control on the parts put on the market by this Chinese company since unfortunately I am not the only one who has encountered problems. avoid wasting time (like I did) and look elsewhere;Real
494;It only worked for a little over a month;at the time of purchase I opted for a product that cost double compared to other earphones offered for sale, hoping that it would be worth more. as long as it worked it honestly did its job but after just over a month one of the two headphones stopped working (I tested it on several smartphones with similar results) making it effectively useless. not advisable;Real
495; Poor packaging, broken case, good headphones; the headphones are as I expected, certainly the material is plastic but they do their job. the packaging, however, leaves a lot to be desired because it was only packaged in a plastic bag and the case arrived undamaged. I don't do returns because I need patience. I didn't buy them for the case, I just had to say that it was quite disappointing, a little more careful packaging would have been enough. I hope the headphones last longer than the case.;Real
496;Headphones with cancellation. noise reduction In-Ear Bass with Microphone and Controller (Black); they are old-fashioned headphones because the box shows the image of an audio cassette tape and not of an mp3 player. It seems silly but it's an important clue. However, the sound is sufficient and the bass can be heard sufficiently.;Real
497;Bad product I do not recommend it;very poor quality product none of what its characteristics should be reflects reality. terrible sound quality to avoid the non-existent disturbance and although the price is not excessive given the efficiency of the product it is not worth the Not even remotely worth it. I don't recommend it to anyone.;Real
498;Poor;I don't understand the positive reviews! sound quality is normal, the product presents itself aesthetically well but external sounds do not do anything at all and they also bother the ears a lot and are not comfortable at all. failed. It's not even worth 5 euros! There's too much cheap stuff on Amazon, you're terrible.;Real
499; Poor microphone quality; very standard sound, I don't notice anything particularly good. However, the microphone is very disappointing. in phone calls it feels like you are very far away - impossible to use in phone calls;Real
500; Corded headphones sometimes crackle; my daughters use Bluetooth headphones for music and wired ones for connecting with Teams for university lessons. Unfortunately, with the wire they often break, these are well made and feel great. the microphone can also be heard without excessive noise for the listener, let's see if they resist. My daughter tells me that they are starting to cause problems, I'm thinking of returning them. I wouldn't buy them again;Real
501;The electrostimulation of the product is good but the adhesives are really lacking;I practice a lot of physical activity and with this product I tried to give an extra boost to the definition of some parts of my body. in itself the stimulation seems good to me (even if the maximum intensity level of some functions is not at all unbearable, see abdomen). However, among the aspects that I believe to be lacking, I report that the two small electrostimulators often do not work well, as if they did not receive the signal to give the impulse correctly. Note of demerit also for the stickers: they last very little! I highly recommend that you immediately buy an additional set of stickers together with the product. I assure you that their shelf life is truly limited.;Real
502;It works; the product works without any problem. I would like to be able to contact the seller as 2 stickers are missing from the package received and this prevents me from using all 3 devices at the same time. furthermore, once applied the stickers cannot be removed without ruining them;Real
503;The price is fine.. but at least the honesty!;the price is very accessible so much so that you don't expect to have something in stainless steel for.. and that's exactly how it is! at least let the truth be written! The tap looks good with all the accessories described.;Real
504;I must have been unlucky...;taken in May they seemed well sealed....opened and inserted into the perp-4100 printer in August (I would add that there is no expiry date indicated in the cartridges).the black does not print...it seems dry the color inside. tried with head alignment / nozzle cleaning... nothing... 16 euros wasted;Real
505; COMPATIBLE; I was only able to test the product after a couple of months. So it is not possible to return but the black color is not recognized by the printer. In the end I had to buy another kit of compatible cartridges (hoping they work). after 1 month they sent me another kit of compatible cartridges, these work well so it was probably an unfortunate case.;Real
506;Disappointed;after the first print the printer stops because it doesn't recognize the ink you have to turn it off and on again after each print. Bad purchase also because it's not that cheap. I took a middle ground because I thought they were better but nothing. ;Real
507;Bad purchase;very bad I made two purchases two days apart because one was broken and now the printer doesn't even read magenta as well as yellow....what should be done in these cases they refund my money it's not two orders one;Real
508;Excellent;update: just a little while ago it started not printing anything anymore. the sheets come out blank. it's incredible they can't only last a month. I've been using them for a month, nothing to report! it's fine, the prints are precise and the colors are right, the duration seems in line with the originals. I also updated the printer firmware and for now they continue to work correctly.;Real
509;It seems to work; the product seems valid and it doesn't bother me even though I have sensitive eyes but I only give 4 stars because I have the impression that it darkens the skin of my eyelids, it may be just my idea but I don't know if I will continue to use it.;Real
510; Excellent; excellent product I bought for my wife. From the second week she noticed that the eyelashes are thicker and more disciplined. I'm in my third month of using the same bottle and I confirm that the lashes are: 1. longer 2. thicker 3. more disciplined. when I put on mascara there is a real wow effect!! I have been asked several times if I had false eyelashes or if I had done lamination!;Real
511; beautiful and functional; beautiful and functional, unfortunately one of the two did not have a suction cup so I am forced to return and reorder the other two - update: 24/06 the replacement handles arrived - they adhere very well to smooth surfaces such as the tiles of the bathroom - excellent because they can be positioned as desired without having to drill the tiles and risk drilling a pipe inside the wall - we will see over time how they behave - Amazon service always at the top;Real
512; Suction cup shower handles; product chosen based on reviews! Despite having followed the steps indicated on the product page, neither of the two adhered to the bathroom tiles for more than 15/20 minutes. I don't know if this only happens to me........I have strong doubts not. forget it.roberto;Real
513;Strange effects! I would like to be reassured that it is not harmful; I put a collar on one of my 3 cats... reaction: he started running all over the house, he seemed to be under the influence of some acid. removed it immediately, perhaps he was bothered by the smell or by having something on his neck... the second cat has been wearing it for a week but seems drugged... he always sleeps and has calmed down a lot... I don't know if it's normal.....anyway the smell is very good but it's noticeable I hope it doesn't bother the cat...I have no idea if it works as a pesticide...I'll have to put drops on the other 2 because they can't keep it. we'll see;Real
514; Harmful for the cat; I purchased it for the value for money which seemed excellent. After a week the cat started scratching and losing its fur and the area under the collar was filled with scabs. removed immediately.;Real
515;It is ineffective;after only two weeks I found two fleas right on my neck behind the collar! with this I think I have said everything because needless to say that the perfume was pleasant, well packaged etc. but if it doesn't work it was money wasted!;Real
516; EXCELLENT BUT DIFFICULT TO KNOW IF IT REALLY WORKS; excellent collar at a bargain price for complete protection of the animal, very simple to cut the collar to adjust it and very simple to place on the animal. I certainly have no way of scientifically proving whether the collar really works but every now and then when I look at the cat I don't detect fleas or other small animals so I would say that 1 month later the collar is doing its excellent job.;Real
517;Attracts fleas;the product is well packaged and arrived very quickly. all in all it is well done. the problem is that it doesn't do its job. I had the impression that it was a flea attractant!! my cat always stays at home and has never had any parasites... when he put this collar on he filled up with fleas. disappointed.;Real
518;Not long lasting;the collar is good but doesn't last long after just a month there are fleas right on the neck where the collar is..satisfied but not too much. in the description it says 8 months but it only lasted a month;Real
519;I do not recommend.;I strongly advise against. it had no effect at all, the fleas were there and have remained there, multiplying enormously!! Furthermore, both cats lost their hair near the collar. I'm giving one star because I can't help but give it.;Real
520; ineffective against ticks; the product looks good but was useless against ticks. I even found 4 of them right under the collar after wearing it for a week. The only mitigating factor is that it is a stray cat that has now settled in the area. none of my company.;Real
521;Not even.;beautiful to look at and light. very light. it goes on micro for two minutes. the problem is that the decoration is not a print on plastic but a single paper sticker like the ones on bean cans so to speak and therefore already at the first wash I had to take great care not to ruin it all.;Real
522;Okay;the mug is really cute. the design is well done but the problem is that it gets ruined quickly. after just 1 day it was already scratched (I'm referring to the design). I saw the photos of the other reviews and it's the same defect as my mug. I still give three stars because it does its job. my child drinks from it very well so I don't regret the purchase especially considering that the expense is low.;Real
523; Quality/price ok; mug arrived on time super fast as always. Very nice image of Mickey Mouse attached well for now but it doesn't give the impression that it will last very long. For the price I paid I didn't expect excellent quality, in fact that's the case. but for what I need to use it, it's more than fine. However, it is worth the money spent. Be careful, it does not seem suitable for washing in the dishwasher. microwave holds well.;Real
524;Display mug;I didn't even want to waste time commenting on this article which in my opinion for 5 is very expensive. When the package arrived I thought it was empty as the cardboard was heavier. I don't recommend it and I wouldn't buy it again. maybe I leave it just for display because the kid likes to see hulk.;Real
525;A real rip-off;I thought the mug would be better, a real disappointment. I took the mug and glued it with an adhesive which, after two or three washes, even the color comes out completely. and costs around 6 euros. you could pay 2 euros for a plastic cup, I was really disappointed by the image, it looks better.;Real
526;You can be better;the mug is nice and the price is right. Unfortunately I received it a little damaged with little pieces of color missing. I honestly don't think the cover will last long since it's made of paper, let's hope for the best..;Real
527; Unsatisfactory; it is not the product I expected. It is a very light plastic cup with a card stuck around it with a print that from the images you can see is not perfect as it has white specks. I asked to return the product. It also seems impossible to me that it won't be ruined after the first wash. I don't recommend the purchase. It costs six euros but it's not worth it as a drinking cup.... perhaps as a pencil holder but given its lightness, perhaps not even for that.;Real
528;Disney Mickey Mouse mug; it is comfortable and practical, very large but the quality of the plastic is not the best after just one day of use without putting it in the microwave or dishwasher the color comes off and I honestly don't like it!;Real
529;Completely disappointed with the item; it is not possible that the item arrived today and after the first wash it looks like this. gently washed by hand. I bought similar products and these results were visible but after months of use/washing.;Real
530;Unsafe product!;Apparently good quality lightweight plastic material with a handle for easy grip even for small children who need to learn how to hold a cup. however, during the second wash I preferred to throw it away and it was not necessary to put it in the dishwasher. in the photo you can in fact see the marks left by my baby's teeth (15 months): the decoration is easily damaged and loses its colour!! it is not a safe product!;Real
531;The graphic part is a sticker.;It's nice, children like it. unfortunately the graphics are only adhesive and glued. so after a few washes it fades and starts to come apart... of course you can use it anyway but it's a common red plastic cup. and that is worth 50 cents.;Real
532;TO AVOID!;the cup is very small, the materials are not of high quality and are evident from the noni on the cup. It also gives off a very unpleasant smell even after washing it. Another negative aspect is the lack of a box, in fact the cup arrives there inside the Amazon box and covering it there is only a simple plastic bag. the only positive aspect is the price which is very low but this does not justify the cup. furthermore the package arrived early.;Real
533;Not even.;beautiful to look at and light. very light. it goes on micro for two minutes. the problem is that the decoration is not a print on plastic but a single paper sticker like the ones on bean cans so to speak and therefore already at the first wash I had to take great care not to ruin it all.;Real
534;Okay;the mug is really cute. the design is well done but the problem is that it gets ruined quickly. after just 1 day it was already scratched (I'm referring to the design). I saw the photos of the other reviews and it's the same defect as my mug. I still give three stars because it does its job. my child drinks from it very well so I don't regret the purchase especially considering that the expense is low.;Real
535; Quality/price ok; mug arrived on time super fast as always. Very nice image of Mickey Mouse attached well for now but it doesn't give the impression that it will last very long. For the price I paid I didn't expect excellent quality, in fact that's the case. but for what I need to use it, it's more than fine. However, it is worth the money spent. Be careful, it does not seem suitable for washing in the dishwasher. microwave holds well.;Real
536;Display mug;I didn't even want to waste time commenting on this article which in my opinion for 5 is very expensive. When the package arrived I thought it was empty as the cardboard was heavier. I don't recommend it and I wouldn't buy it again. maybe I leave it just for display because the kid likes to see hulk.;Real
537;You can be better;beautiful children's mug. very light and above all unbreakable otherwise we would have to buy one a day! clear and durable design printing. I've already washed it several times in the dishwasher and it's still perfect. recommended item;Real
538;Disney Mickey Mouse mug; it is comfortable and practical, very large but the quality of the plastic is not the best after just one day of use without putting it in the microwave or dishwasher the color comes off and I honestly don't like it!;Real
539;It looks like a toy;cup?? why don't they call it what it really is which is a cheap plastic cup!!! certainly with the price I couldn't expect much but at least a little more resistant a disappointment.. the only thing that can console me is that it is suitable for the microwave!;Real
540;Unsafe product!;Apparently good quality lightweight plastic material with a handle for easy grip even for small children who need to learn how to hold a cup. however, during the second wash I preferred to throw it away and it was not necessary to put it in the dishwasher. in the photo you can in fact see the marks left by my baby's teeth (15 months): the decoration is easily damaged and loses its colour!! it is not a safe product!;Real
541;The graphic part is a sticker.;It's nice, children like it. unfortunately the graphics are only adhesive and glued. so after a few washes it fades and starts to come apart... of course you can use it anyway but it's a common red plastic cup. and that is worth 50 cents.;Real
542;TO AVOID!;the cup is very small, the materials are not of high quality and are evident from the noni on the cup. It also gives off a very unpleasant smell even after washing it. Another negative aspect is the lack of a box, in fact the cup arrives there inside the Amazon box and covering it there is only a simple plastic bag. the only positive aspect is the price which is very low but this does not justify the cup. furthermore the package arrived early.;Real
543;Very functional;this small accessory will revolutionize your sink. with a small expense you can opt not to buy very expensive latest generation mixers because this accessory has many water jet functions! For now I feel great and I don't know how I managed without it! The extension supplied is excellent for moving the DJ water jet! top;Real
544; there are adapters for the various threads which is very useful;" ""I have been using this product for a month and I am finding it really good. Aesthetically it is very nice but the ""shower"" functionality is very convenient. It is easy to assemble and I had a great time straight away. It's very practical and sturdy. Highly recommended""";Real
545; Functional; bought for my son to use at school. right size, not bulky to be slipped into the backpack among the books. Cap closes well, no drops of water come out. water bottle entirely made of plastic.;Real
546;Consistency;my twins immediately liked them..practical and convenient..the design is printed directly on the bottle so there is no risk of it coming off over time..and above all they don't smell like plastic..we are satisfied;Real
547;Poor quality;beautiful. comfortable colored practice. only flaw: if there was a closing spout it would be the best. my daughter takes it to nursery and they keep it on the desk and I didn't have a closing spout it is unhygienic.;Real
548; it's not what I ordered;" ""as per the title I ordered a 400ml water bottle, but instead I received a smaller one with a Minecraft lunch box I imagine as a kind of """"compensation"""". Poor plastic and unfairness of the seller. Not recommended. Delivery as always flawless thanks to Amazon.""";Real
549; it's not what I ordered;" ""as per the title I ordered a 400ml water bottle, but instead I received a smaller one with a Minecraft lunch box I imagine as a kind of """"compensation"""". Poor plastic and unfairness of the seller. Not recommended. Delivery as always flawless thanks to Amazon.""";Real
550;Good but not great;arrived in the wrong color, ordered skin color but arrived pink, I didn't return it because I needed it immediately. the size corresponds perfectly. in itself it does its job and is cute but unfortunately after just a few uses the elastic under the part that you pull down to breastfeed has frayed.;Real
551; Flavored water; I have tried multiple brands of products that are supposed to help diuresis and therefore deflate/ drain/ improve liver function. This does nothing! It adds a new taste to the liter of water to which it should be added and stop. Expensive product and in my opinion invalid;Real
552; Average rating; ok easy to put on a little hard to cut but very long so it's good for different breeds. However, the ones in one box were folded backwards and I struggled to get them to take the right shape. As far as protection is concerned, it's ok for now;Real
553; Excellent value for money; I was looking for a natural product and it seems I found it. It's a little early to evaluate the real effectiveness but for the moment it seems like an excellent product. we go out for a walk every day and I haven't seen any parasites. dogs tolerate it well, it has no unpleasant odors and is well made. suitable for any size. I am satisfied. the price is excellent and it is a good product;Real
554;RIFT;I received the old model and not the new one as specified in the announcement. therefore it is certainly an old obsolete product given that after not even 2 days on my dog's neck it completely lost its smell let alone its effectiveness in fact my dog continues to scratch nothing but protection for 8 months :( money wasted it is not a product in the slightest reliable at least not the one I received.;Real
555;Nothing much!;the collars are very long and adaptable, the real problem lies in their effectiveness at least in a short time. For now my dogs which had a few fleas when they were outside after having put them on have decreased but not disappeared completely.Maybe in a Then it will disappear too, let's hope for the best.;Real
556;Bad collar;bad collar not only did it not eradicate fleas, not only did it have a strong and nauseating odor but the most serious thing was that my dog continued to scratch. The result gave him a bad allergy. money wasted;Real
557;Surprise;excellent quality/price ratio. you can adjust the size and eliminate the excess easily. I've been using it for a month and it still gives off its scent which is absolutely not annoying like others used in the past. the thing my daughter likes most is that it glows in the dark.;Real
558;Disgusting collar;really disgusting collar cheap chinoiserie!! two different dogs made me vomit and feel sick, both of them since I put the collar on, they didn't poop and vomit all over the house until I took it off!! I didn't buy it;Real
559; Product does not conform to the description; the item arrives in excellent packaging in a metal box. it has a pleasant lemon smell which has already been removed in 4 days, it has no repressive effect against parasites etc. mine should be bright but it isn't. it is very robust and has loops to adapt it to various breeds. not recommended as a parasite protection product.;Real
560; Almost perfect; arrived on time. sturdy with bright colors, each daily compartment is contained in a nice sturdy box that allows you to move it comfortably but also to open it and remove the daily container to be able to carry it in your pocket when needed. the openings of each compartment are well fixed so it is difficult for them to open inadvertently. I don't give 5 stars because in my opinion it has only one flaw and that is that it lacks the midday compartment which my father who uses it would need.;Real
561; Functional and practical.; It is convenient because it has different colors for each day of the week. The compartments open easily. It's a shame that there is no compartment: lunch which is what I would have needed for my parents so that the lunch cp I have to put them in the compartment: afternoon. Apart from this small flaw I find it very useful.;Real
562;One of the few weeklies with lid in Italian;it is now difficult to find weekly pill boxes that are not broken down for each day;Real
563;Returned;the item was really nice and well thought out but the compartments are too small obviously talking about pills with cut out blister. for hygienic reasons I prefer to use it with packaged pills therefore the article is unsuitable.;Real
564;Very bad.;update at the beginning it seemed like a nice product but after a few weeks of use the doors are very soft and fragile and the color of the writing is coming off and there is always the fear that they will suddenly come off.;Real
565; Pill box; purchased to replace a similar one with three daily compartments. I found this pill box not very spacious. The 4 compartments are not large enough for the service I requested. I made the return.;Real
566; Damaged; unfortunately the item arrived unused, as can be seen from the photo, the clasp is broken. It's trivial but it was sent knowing that it was to be ignored. little professionalism. I kept it because I needed it immediately.;Real
567;Grossolano;coarse workmanship made with an abundance of material (probably two could be made with the same material). the result is a heavy compass that has to be adjusted with force making it difficult to use. I wouldn't buy it again.;Real
568; Good product; I was happy with it. I had to place several thick threads (not heavy!) on different types of surfaces and so far it's not holding up well. I don't know if when I have to remove them from the wall the plaster will also come off. the important thing for now is that they do their job as cable holders;Real
569;Robust;"Even if I use it for DIY jobs you can see that it is a professional tool in all respects. Powerful, solid and robust. Possibility of changing the position of the sleeve making it very convenient to work in ""awkward"" positions. .also equipped with a bag with internal pockets so you can place all your accessories. in short, fully satisfied";Real
570;Robust;"even if I use it for DIY jobs you can see that it is a professional tool in all respects. powerful, solid and robust. possibility of changing the position of the sleeve making it very convenient to work in ""awkward"" positions .also equipped with a bag with internal pockets so you can place all your accessories. in short, fully satisfied";Real
571;fair+;despite all the precautions the lower left corner has some air cracks but it is not something that compromises the aesthetics and at the beginning it resisted fingerprints in a commendable manner unlike the pre-glued film on the tablet and then instead it gave in and filled up with fingerprints, certainly by cleaning it with a damp cloth with some glasses spray it regains clarity, however it is not as oleophobic as I would have liked it, it will certainly depend on the hand that uses it. as protection I think it is optimal, the thickness promises well, applying it is easy if you follow the instructions in Italian printed in the box that was delivered to me intact and with all the seals.;Real
572;Ineffective;I started using it on September 1st. I take a pill at the end of a meal. it causes me painful cramps every time for at least 3 hours and a feeling of bloating. after another 3 or 4 hours a mild laxative action occurs and everything ends there. the cost is certainly too high. over-the-counter laxatives certainly cost much less. I won't buy it again.;Real
573;DON'T BUY IT JUST WASTE THE MONEY;I waited to finish the whole jar to review these phantom fat burning pills....the result is that not only have I not lost a gram but I have even gained slightly weight;Real
574;Useless;in my life I have tried several supplements, convinced by the reviews I decided to try this one.unfortunately at least for me it doesn't give any benefit whatsoever therefore it is absolutely not recommended.;Real
575; Nothing special; I waited a month to see the effects but I must say that in my case I seemed to feel more benefits at the beginning (perhaps due to the placebo effect). It certainly gives a little more energy but I don't know if it I would buy again.;Real
576; Fake Tiredness; I took the supplement for a few days as an energy boost which then pays off by not being able to recover well especially if you are an agitated person and the effect ends up not allowing you to catch your breath even when there is no need to stay alert. attention;Real
577;It doesn't work for me, it doesn't vibrate, it just turns on the light, well, I don't recommend it; the materials it's made of seem very good to me, it does the job. obviously you can't do a deep cleansing of your face... but I can really feel the difference in my skin since I've been using it. so I definitely recommend it!;Real
578;Compact and functional.;Excellent product. the adapter is quite compact (as far as possible having to transform a USB A into USB C). It works and doesn't cost a lot considering that there are two in the package. Tested on iPad Pro 2021 with external HDD. Edit: unfortunately one of the two has stopped working.;Real
579; It DOES NOT work with Electronic Identity Cards - Support DOES NOT respond; the aesthetics are good but it is not true that it works with electronic identity cards - support does not respond, Amazon must not allow providing untruthful information on the products offered for sale. However, if it were true that this product that we returned because it didn't work actually reads electronic identification cards. and that it was only a problem with the one purchased we would like to know because if necessary we are willing to buy it again! technology journalists association;Real
580;Useful;I would have given 5 stars if it didn't have the problem that sometimes it doesn't read the cards but it's probably just mine anyway, just take them out and back in and everything will be fine. It has streamlined my work a lot.;Real
581; Good; good reader and it works with no small flaws that I would improve is the fact that the red LED always stays on and does not change when the card is inserted so there is no visual indication of the card reading;Real
582;Still to be fully evaluated;"in the meantime, get one thing out of your head: if you have erectile deficits this is of no use to you. probably if you are under pressure for work or problems are eating away at you and consequently everything is reflected in the deepest layers of male psyche (let me be clear because this is not a product for the female libido) certainly the greater strength it gives you in terms of head effort can be of help. in terms of efficiency at work I have benefited greatly from it. for the I'm staying ""as before more than before"".so tadalafil and off we go otherwise your friend never gets up from there again I'm sorry but what needs to be said must be said!!!";Real
