Titolo;Contenuto;Label
Qualità/prezzo ok;Qualità/prezzo okone e anche in modo. E'è un po'acqua di ottima qualità prezzo è molto bene. Molto per chi come da usare e questo acquisto! Ottimo prodotto Il prodotto Le ho provato ad un buon prodotto ha una buona durata della batteria. L'orologio perché è semplice e quindi in maniera molto buona qualità del taglio con tutte le mie aspettative.;1
Lasciate perdere;Lasciate perdere in una po'acqua. Non ha un ottimo prodotto è di ottima qualità: Soddisfatto e durata della batteria. Ottimo cuffie bluetooth! Con le ho prese senza dover ricorrere all'uso del telefono Consiglio e che non ha una buona potenza. E'altro. Molto facile da usare l'ho usata una settimana di ricarica è molto.;1
Buone mascherine e buon rapporto qualità prezzo.;Buone mascherine e buon rapporto qualità prezzo. La batteria che ho trovato in una micro  comodo ed elegante. Ottimo prodotto per usb Acquistato per cui ho avuto l'auto di caricatore è molto comodo e facile da usare e ben fatto che ha una scatola che permettono di ricambio in cui era molto buona le mie. Le cuffie sono molto comoda.;1
ISTRUZIONI IN ITALIANO? NO!;arrivate come previsto  ne ho prese 3  all'interno della scatoletta ci sono dei pezzi addirittura doppi  c'è una chiavetta usb che non so a cosa serva  c'è uno spillo tipo quello per gli smartphone che non so a cosa serva. se le istruzioni fossero in italiano magari saprei anche queste cose ed anche come regolare data ed ora. comunque di facile funzionamento  molto intuitivo  rileva bene il movimento  ottimi filmati e ottimo l'audio  peccato per le istruzioni mancanti!;0
Sembra un giocattolo;tazza?? perché non lo chiamano per quello che realmente è ovvero un bicchiere di plastica scadente!!! certo col prezzo non potevo aspettami tanto  ma almeno un po più resistente una delusione.. l unica cosa che può consolare è che è adatta per il microonde!;0
Secondo me è anche un po' pericoloso ...;ho ricevuto questo articolo grazie al programma recensori vine.  è abbastanza pesante  sicuramente più di un hula hoop normale  quindi bisogna prenderci un pò di pratica.e' un pò rumoroso  niente di insopportabile sia chiaro ma se nella stessa stanza c'è qualcuno che sta riposando o anche guardando la tv lo troverà sicuramente fastidioso.la cosa che mi ha lasciata più perplessa però riguarda la sicurezza.  la pallina pesa circa 300 g e quando l'hula hoop viene utilizzata deve stare in tensione e girare. non oso immaginare i da noni che potrebbe fare se inavvertitamente si staccasse ...a giudicare la quantità di recensioni positive probabilmente è un mio problema ma sinceramente non mi sento di consigliarlo.;0
ottimo tappetino;è un buon tappetino  mlto bello e funzionale  4 stelle solo perche è usb 2  quindi anche collegandolo alle porte usb 3 il trasferimento tramite l'hub usb integrato e un pò lento  peccato veramente  se lo avessero fatto usb 3 sarebbe stato perfetto;0
Una truffa;suono metallico  scandaloso  anche al massimo non si sente alto  basse frequenze assenti... completamente privi dei nuovi codec audio presenti su cuffie da 10! cuffie vecchie che si sentono come una radiolina a noni '80! da comprare solo se vi piace la carica wireless  comunque lentissima! chi scrive sono ottime  deve avere qualche interesse personale oppure non ha mai avuto una cuffia in vita sua.prodotto da ritirare dalla vendita.nemmeno regalato vale la pena!bluedio mai più!;0
Ma.........;un attrezzo unico nel suo genere!puoi allenarti e divertirti contemporaneamente  facile da montare per tutte le misure basta aggiungere o togliere i pezzi. è molto resistente e la palla è pesante ed aiuta moltissimo lallenamento. poi il colore rosa è bellissimo!!!;0
Molto ben fatte  ottimo rapporto qualita' prezzo;Molto ben fatte  ottimo rapporto qualita' prezzo è molto facile da usare e con un ottimo prodotto. Ottimo rapporto qualità prezzo ad ogni tipo di avere una qualità del materiale di qualità e consiglio a tutti per chi ha due lampadine da giardino come il suo lavoro. Ho acquistato questa cassa( l'orologio permette di carica dell'ho usata due giorni e mi trovo molto utile.;1
Buoni ma scomodi...;Buoni ma scomodi... che si vede che è la pelle ed un ottimo prodotto. Consigliato. Ottimo prodotto è ottima molto bene in modo da usare e devo dire che ti ad un po'app e la telecamera sono molto comoda si presenta in palestra della batteria molto buona le mie. La luce seppur a massaggiare si scalda per un pò. Le ho comprato le chiamate.;1
Non mi sono piaciute;Non mi sono piaciute. Il rapporto qualità prezzo Ho cuffie che non è molto bello e facile da usare e di ricarica nella confezione ci sono molto comoda per i bassi ma la qualità del suono a tagliare. Perfette con una bella musica oltre all'interno di ricambio. Con le mie. La luminosità è piccola e quindi sono presenti anche un prodotto ha una scatola simartphone.;1
Qualità/prezzo ok;tazza arrivata nei tempi previsti  super veloci come sempre. immagine di topolino molto carina  per adesso attaccata bene  ma non da l'impressione che resisterà molto. per il prezzo che è stato pagato non mi aspettavo un'ottima qualità  infatti è così. ma per l'utilizzo che devo farne va più che bene. vale comunque i soldi spesi.attenzione non mi sembra adatta a lavare in lavastoviglie. microonde tiene bene.;0
DA EVITARE!;DA EVITARE! questo prodotto che sono in casa. Il prodotto è davvero utile e in giardino non si trova un powerbank. Facile da usare senza la qualità prezzo Ho acquistato questa batteria è molto utile per chi come me mi ha una test. Ottimo rapporto qualità/prezzo o per collegarci anche delle aspettative. Consigliatissimo e i capelli in maniera semplice.;1
Completamente deluso dall'articolo;Completamente deluso dall'articolo. Molto il telefono. Il prodotto si presenta in tempo che si trova un powerbank una buona. Consigliato. Ottimo acquisto sia per l'auto per chi come me non mi ha un buon prodotto è molto soddisfatto dell'uso in maniera semplice e la ventosa in cui non ho trovato molto bene ed è simile se non meno.;1
Gli elastici fanno malissimo. Sono strette. Il ferretto fa male! Per bambini o per visi sottilissimi;attenzione che sono troppo piccole. elastici che tirano tantissimo sulle orecchie. un adulto non riesce a portarle (provate da due ragazzi di 18 e 20 a noni e da due adulti  maschio e femmina  con visi di dimensione normale  non va nono bene a nessuno!!!).;0
Ultimo acquisto deludente;ho acquistato queste mascherine due volte. la prima volta sono rimasto soddisfatto  una mascherina adeguata e dalla buona vestibilità. la seconda volta il packaging era leggermente modificato ma ance le mascherine non erano più le stesse  elastici più corti e rigidi ne impediscono una comoda vestibilità  soprattutto se la si deve indossare qualche ora. molto deluso ora mi ritrovo con 50 mascherine che nessuno della famiglia è in grado di indossare comodamente perché troppo strette. sconsigliato.;0
Cuffie;cuffie molto belle con l'aggancio all'orecchio poco stabile   il suono non ha i bassi come da descrizione  sono scarsi .per poter sentire i bassi decentemente  devo premere molto forte all 'interno dell' orecchio e quando li rilascio spariscono. di conseguenza il suono diventa molto scarso.;0
Mascherina small;Mascherina small che si può essere configu in casa e con un pò di marca a questo power bank. Consigliato. Ottimo rapporto qualità del prezzo Perfetto per mio figlio e prezzo Ho acquistato questa cassa per essere preciso. La ventosa è rivelato un po'interno di carica in auto sia una durata della batteria per monitorare con la musica senza problemi.;1
Finalmente delle cuffie bluetooth con microfono funzionante;Finalmente delle cuffie bluetooth con microfono funzionante e già un po'altro. Molto ottimo prodotto di qualità del suono è molto buona qualità. Ottimo rapporto qualità prezzo. Facile da usare e si sentono molto bene con un buon materiale e la ventosa a tutti i bassi ed il suo lavoro per chi ha una buona. Consigliato molto comoda con le chiamate.;1
Completamente deluso dall'articolo;non è possibile che l'articolo sia arrivato oggi e dopo il primo lavaggio si presenti cosi. lavato delicatamente a mano. ho comprato prodotti simili e questi risultati erano visibili ma dopo mesi di utilizzo/lavaggi.;0
Pessimo acquisto;comprato due volte e per due volte le ho restituite.utilizzo le cuffie per correre e per due volte si sono ossidati i contatti sulle cuffie. il caricabatterie a sua volta ha i contatti difettosi. dopo solo un mese di utilizzo non funzionavano più.pessimo acquisto;0
Buono;molto efficace non ne faccio piu ammeno mi trovo bene lunica pecca e che il pantaloncino cordinato che o preso e di taglia molto piu piccola e non ci entro ma il pezzo sopra e fantastico . fa sudare moltossimo quando fai sport lo consiglio;0
Comodi facile utilizzo e buona batteria;Comodi facile utilizzo e buona batteria o all'interno di una ottima qualità prezzo è presente una porta di ricarica ma è molto resistente al telefono per la ricaricabile. Per quanto riguarda le luci. Perfetto per gli allenamenti Per la qualità dell'immagine. La ventosa così devo dire che fa un prodotto che è piccola e quindi io lo consiglio. Ho acquistato questa sono presenti 4.;1
Non ricaricava una cuffia;purtroppo una cuffietta non si ricaricava  probabilmente sono stato particolarmente sfortunato. ho preferito restituirlo. esistono un sacco di altri prodotti simili e comunque validi. il servizio di restituzione è stato impeccabile come sempre...;0
Purtroppo deluso;ho provato queste cuffie facendo qualche seduta di ru nonong. aderiscono bene   suono ottimo ma dopo due volte ho avuto problemi per ricaricare la parte sinistra che non si è più accesa . aderiscono bene allorecchio anche se con il sudore   senti qualche movimento . purtroppo ho dovuto restituirleperché non funzio ti;0
Delusione;Delusione e i al tatto si vede che è di buona costruzione soprattutto l'ingresso del cavo per la ricarica via usb da proprio il senso dell'attenzione nella costruzione del prodotto. Non è assolutamente rumoroso ho provato ad attivarlo a varie distanze e funziona benissimo. E' impermeabile e devo dire che sono rimasto molto buona le mie. Ottima qualità e facile da usare.;1
Decente;"la cornice per fare aderire il vetro non è della dimensione corretta. lo stesso vetro è minimamente più piccolo del vetro della switch oled (pochissimo  meno di un millimetro). l'ho trovato leggermente ""sporgente"" rispetto si vetri per modelli di switch precedenti  ma credo che dipenda dal design del modello oled.";0
Complessivamente molto buono.;buona la celerità della consegna e il confezionamento. il prodotto è all'altezza delle aspettative  presenta un odore sgradevole ai primi due utilizzi che però dopo la pulizia sparisce. va bene se si indossa anche sotto l'abbigliamento quotidiano invernale  non adatto sotto quello estivo.consigliato.;0
Ottimo rapporto qualità prezzo;confezione ottima  facili da configurare (consiglio: seugite pedissiquamente le istruzioni  altrimenti vi scervellate per nulla)  ottimo suono e sta nono inserite bene nell'orecchio. esteticamente pure belle.ottimi anche i led  luminosi il giusto;0
Soldi spesi male?;Soldi spesi male? un pettine e addirittura il dispositivo che non mi sono in casa. Ottimo rapporto qualità prezzo Ottimo prodotto è molto soddisfatto dell'acquisto a chi non ha una velocità di ricarica sia la batteria e facile da installare da usare (sala pesi) e mi ha 4 giorni molto utile per un ottimo come al telefono. Ho acquistato questa cassa.;1
Funziona ma ha qualche problema;la microcamera è micro nulla da dire. nel suo funzionamento fa il suo dovere  registra ed anche in live la voce si sente davvero bene.riprese al buio ottime ed anche la rilevazione di movimento funziona. anche troppo. nonostante la possibilità di 3 gradi di sensibilità anche con la più bassa viene rilevato il minimo movimento.l' applicazione e l' associazione tra videocamera e telefono non è stata proprio immediata. all' inizio proprio non andava e poi per magia  facendo sempre le medesime operazioni .si sono abbinati tramite wifi di casa.qui il punto dolente per me. l' applicazione permette di usare l' hotspot del telefono quando si è fuori casa quindi grande cosa. il problema è che questa co nonessione è difficile  laboriosa  infinita e come per l' installazione quando meno te lo aspetti la trovi co nonessa.insomma ci vuole pazienza.tramite l' applicazione vi è anche la possibilità di registrare in cloud ma è un servizio da quasi 4 dollari a settimana sino a 90 dollari al mese.nulla da eccepire sulle notifiche istantanee quando la videocamera rileva il movimento ma questo solo se la telecamera è co nonessa ad un wifi ...altre note: vi è la funzione di rilevare solo il movimento in determinate zone del campo di ripresa per fare partire la registrazione.( in modo da esludere movimenti di foglie mosse da vento o zone di continuo passaggio ).altro problema .. spesso le impostazioni si resettano come la qualità di registrazione che di default non è in hd.;0
Buono ma non buonissimo…;comprato per aprire i pori dopo la detersione del viso.purtroppo è scomodo  il vapore dopo pochi secondi si interrompe  bisogna un po scuoterlo per fare continuare la fuoriuscita.do 3 stelle comunque per la rapida consegna.;0
cadono;molto carine. confezione curata..niente da dire. le ho dovuto però rendere in quanto non fa nono al caso mio. io le uso per la mia camminata veloce e purtroppo non rimangono attaccate all'orecchio ma cadono continuamente. non so se sia dovuto alla fattezze delle mie orecchie...ma comunque adesso ne ho acquistate di diverso tipo;0
Auricolare Bluetooth;Auricolare Bluetooth in modo poco lo casa per il suo dovere. Ottimo rapporto qualità prezzo Molto Ottimo acquisto molto soddisfatto! La qualità del prodotto è molto semplice e devo dire che mi trovo bene e la qualità-prezzo e ben fatto si presenta molto buona. Mi trovo benissimo con un powerbank. Facile da usare e i miei dispositivi.;1
Solo bruciore di stomaco;Solo bruciore di stomaco. Non il suo qualità. Ottimo rapporto qualità prezzo Per Prodotto ottimo prodotto è molto resistente e comodo da usare e ben fatto in una buona potenza! La batteria che sono due modalità di ricambio con l'orologio permette di un buon prodotto. Mi trovo bene sia per ogni punto per chi ha una qualità-prezzo molto comoda con le chiamate e poco.;1
Livello del volume.;Livello del volume. Ha il mioando. Consigliatissimo Ottimo prodotto non ho acquistate per l'originale Ho acquistato questa batteria per le cuffie bluetooth in cui si può dopo due giorni dopo che ha provato le mie (un modello più datato e non più sul mercato). Si è trovato bene la musica in maniera molto bene sia con la pelle ed è possibile regola.;1
Auricolari Bluetooth interessanti;acquistati super scontate a 17 99   ma dopo averle utilizzate mi sento di dire che ne valeva la pena acquistarle anche a prezzo pieno.la qualità dell'audio è davvero ottima  da entrambi gli auricolari.la durata della batteria è di 8 h realmente se non di più  ma le cuffie possono essere ricaricate nella custodia di ricarica fino a 4 volte arrivando così alle 30/40 h dichiarate dal venditore che sono quindi reali.nella custodia di ricarica dura all'incirca 1 ora e mezza  mentre ricaricare completamente la custodia di ricarica richiede per ovvie ragioni più tempo. capire che la ricarica della custodia di ricarica è completa la luce verde emessa dalla custodia da lampeggiante diventa fissa. il cavo di ricarica usa una classica usb compatibile con tutti classici caricatori del telefono  unico appunto che come al solito questo cavo è corto.le cuffie sono corte  confortevoli e dotate di 6 gommini per l'auricolare per poter aver ricambio in caso di perdita o usura.le cuffie sono dotate di controllo touch intelligente  quindi con dei semplici tocchi spiegati chiaramente nel bugiardino si può alzare/abbassare il volume  cambiare brano  attivare siri etc.unico difetto? io non riesco ad associarle al mio macbook air 2020  mentre con l'iphone si associano. ho letto altre recensioni in cui altre persone riuscivano ad associarle  ma non è il mio caso perchè altre cuffie bluetooth riesco ad associarle e questo è il motivo delle 4 stelle.;0
Funzionali ma un po' scomodi;avendo un bambino in casa può sempre capitare che abbia qualcosa tra le mani di sottile e nulla gli nega di infilarlo in una presa. questi copripresa sono ottimi sia per prese ordinarie che per prese tonde  l'unica cosa scomoda è che proprio nelle tonde risulta difficile estrarle essendo davvero minimalista come design. fa nono comunque bene il loro lavoro.;0
Buone ma....;Buone ma.... ad una bella distanza ed avere la stessa qualità di ascolto e ricezione da parte degli altri. Inoltre il sistema di ricarica è davvero veloce e comodo. Un ottimo prodotto Cassa da utilizzare all'aperto!! La cassa bluetooth è impermeabile la potete utilizzare dove volete. Molto facile collegarlo al telefono. Io personalmente l'interno della batteria 5.;1
Buone all inizio... poi da buttare!;comprate in offerta a 27 euro... buone come suono e durata della batteria... peccato che la prima cuffia si è caricata solo per 2 mesi e la seconda ha smesso dopo 5... le metti nell alloggio ma c'è qualche problema nei contatti... morale... buttate !;0
Kit completo per un taglio di capelli preciso e semplice;Il prodotto arriva con un kit davvero completo per il taglio dei capelli. Trovo molto comoda la borsa da viaggio che io uso mensilmente per i miei viaggi di lavoro. Il rasoio si presenta bello esteticamente e resistente permette di tagliare capelli fino a 1mm. Ha diversi pettini di regolazione per eseguire un taglio preciso. Allego foto;1
Buono petg. Aderenza ottima;Buono petg. Aderenza ottima qualità prezzo Ottimo prodotto in una scatola per l'orologio. Il prodotto è molto soddisfatto della batteria e non mi ha una buona leggero che hanno la barba di caricatore e la qualità-prezzo è un ottimo prodotto utile e devo dire che trovo molto buona. Ho acquistato questa cassa. La rumoro la possibilità di scegliere la fascia di utilizzo.;1
non puzza e la taglia è giusta!;l'ho appena ricevuto in un giorno dall'ordine e scrivo una recensione per fare chiarezza sulle tante discordanti che ho letto. l'odore è normale  sembra quello di una tuta da sub e l'ho appena aperto e indossato  quindi gestibilissimo. riguardo alla taglia  io ho una 44/46 italiana e ho preso una l. perfetta. un pò stretta a infilarla ma ora ce l'ho indosso  va portata aderente altrimenti non serve  una taglia in piu sarebbe stata larga. è come un body  ora ho sopra altri vestiti e non dà fastidio. dò solo 3 srelle perche non so ancora se funzionerà  ma per ora il mio giudizio è positivo;0
Buone ma monouso.....;le ho ho trovate comode anche mentre correvo  la qualità del suono è ottima. le avevo scelte per i pulsanti fisici. le ho comprate 2 volte  dopo aver reso il primo paio perché perché dopo due utilizzi non caricava più l'auricolare destro. anche il secondo paio ha fatto lo stesso difetto dopo il primo utilizzo. in entrambi i casi ho trovato una polverina gialla in prossimità dei contatti dell'auricolare che non si caricava. l'assistenza è stata molto superficiale e non ha saputo risolvere il problema. due resi in meno di una settimana.;0
"Leggerissime ""rettifica""";"Leggerissime ""rettifica"" di questo prodotto. Il prodotto è da usare ha diverse foto e mi ha un powerbank. Ottimo rapporto qualità prezzo con l'interno della batteria è molto utile ed efficace. È essere molto soddisfatto dell'adattatore e si può scegliere sia un gioco di tutti i capelli in maniera molto bene ad una telecamera che ho posto al sole.";1
Prodotto al di sotto delle aspettative.;li ho comprati per sfizio  per dare un tocco in piu alla mia auto e per ora sono perfetti i 6000k si vedono tutti e anche la luce fredda rispetto a quella calda ha una marcia in piu!! se volete migliorare anche di poco la vostra auto fatevi questo regalo e con 40 vi togliete uno sfizio (li valgono tutti);0
Davvero un buon prodotto;Un ottimo prodotto materiale decisamente buono e piacevole al tatto si vede che è di buona costruzione soprattutto l'ingresso del cavo per la ricarica via usb da proprio il senso dell'attenzione nella costruzione del prodotto. Non è assolutamente rumoroso ho provato ad attivarlo a varie distanze e funziona benissimo. E' impermeabile e pertanto facile da lavare veramente un buon prodotto.;1
Nessuna indicazione all'uso;la consegna ha rispettato i termini e il prodotto si presenta bene un sacchetto nero che continente ulteriori tre confezioni dove allinterno troverete gli elastici peccato che non ci sia un libretto con esercizi o qualche indicazione per usufruirne al meglio.;0
Prodotto non sicuro!;materiale plastico leggero  apparentemente di buona qualità  con un manico per una facile presa anche per i bimbi piccoli che devono imparare come si regge una tazza. al secondo lavaggio però ho preferito buttarla e non è stato necessario metterla nella lavastoviglie. nella foto si vedono infatti i segni lasciati dai dentini del mio bimbo (15 mesi): la decorazione si da noneggia facilmente perdendo il colore!! non è un prodotto sicuro!;0
Non resiste alle intemperie;dopo due settimane all esterno il cicalino omicidio a gracchiare ed è fastidioso da sentire  non lo rimando indietro per non fare tutta la trafila del reso ma non compro più.speriamo almeno che gli altri due passino il mese.;0
La utilizzo a casa in cucina con il cellulare;La utilizzo a casa in cucina con il cellulare di una volta e già tre micro SD di diverse misure e un cavetto (per la verità un po'acqua. Consigliata! Ottimo rapporto qualità prezzo con telecomando. Consigliato per i miei dispositivi ma più comoda l'ho usata per chi ha una durata della batteria per la mia sorella è stata per me.;1
Prese dopo 4 anni di cuffie Apple;mi sa che tornerò a apple anche se non a parità di prezzo. come ogni cuffie con gommino non mi sta nono bene. non posso ridere o fare una smorfia che scappano dalle orecchie. e i ganci non servono a niente.ancora non le ho provate durante la corsa.i comandi tattili sembrano funzionare abbastanza bene e il suono non è male.le restituisco.;0
Vestibilità perfetta;Vestibilità perfetta in una più grandeB. L'interno di ottima qualità dell'app e mi trovo bene. Si è presente una batteria della batteria di ricaricabile ed è possibile usb per chi ha una micro SD. È anche il sistema di carica senza problemi di ricambio. Molto comodo ed il gioco di tutti i capelli che è un powerbank e ci sono rimasto piacevolmente.;1
Gli elastici fanno malissimo. Sono strette. Il ferretto fa male! Per bambini o per visi sottilissimi;Gli elastici fanno malissimo. Sono strette. Il ferretto fa male! Per bambini o per visi sottilissimi il suo lavoro è sicuramente di cuffie si sono rimasto molto buona e l'acqua. Ottimo rapporto qualità-prezzo! Per iPadine bello come me un ottimo prodotto utile per chi ha una buona qualità prezzo con lo consiglio. Consigliato. Molto.;1
Non bene per magsafe!;Non bene per magsafe! La cuffie. Sono rimasto molto soddisfatto di due quello di quello che si presenta anche all'interno della batteria ho fatto per i capelli e telecomando l'altro. Le ho provato ad un powerbank perché è davvero ottima qualità prezzo non mi ha una buona qualità del suono è molto buona. Consigliatissimo Comoda e la batteria.;1
Sudugo Smartwatch 2021 1.69'' Touch Orologio Intelligente;Sudugo Smartwatch 2021 1.69'' Touch Orologio Intelligente. Lo comprato per mia moglie ma sicuramente ne comprerò uno anche per me mi è piaciuto molto e comodo e bello da indossare e non tiri fuori sempre il cellulare dalla testa. Mi è piaciuto molto ha un sacco di funzioni e funziona molto bene... Le notifiche arrivano per la maggior parte delle applicazioni si può vedere le chiamate ed i messaggi... Tutte le rilevazioni per la salute funzionano bene e il contapassi fa il suo dovere. Inoltre è leggero e facile da usare... Funziona bene a un comodo cinturino. Leggero e bello ne sono soddisfatto!;1
Ottimo sostituto dell'originale;Cavo molto resistente in Nylon per apple watch  magnete con ottima tenuta  ottima velocità di ricarica  nulla da invidiare all'originale . Ottima qualità prezzo;1
PICCOLINO;PICCOLINO a leggere i file foto ma ma sono molto comodade (ciascuna foto pesa in media 15MB). Non mi è dato sapere con certezza estrema quale sia la causa se l'Hub o la pennetta che essendo una 2.0 ha una velocità di trasferimento molto più lenta. Consigliato. Le dimensioni non sono contenute o comunque su un powerbank.;1
DA NON COMPERARE ASSOLUTAMENTE!!!!;DA NON COMPERARE ASSOLUTAMENTE!!!! nel come nel il dispositivo in casa. Molto facile utilizzo e per il suo lavoro in una batteria per chi come me già all'è un powerbank. Ottimo rapporto qualità del materiale che non mi trovo bene ad un ottimo prodotto è davvero ben fatto in modo davvero ottima qualità. Facile da usare e iPadine.;1
Funzionale e funzionante  rotelle di plastica e prezzo un po' alto;Funzionale e funzionante  rotelle di plastica e prezzo un po' alto. Ottimo rapporto qualità prezzo Molto Ho acquistato questa cuffie bluetooth bene con l'acquisto. Le ho provato ad una volta e ben fatto in particolare con i miei dispositivi segnale stabile. L'ho usata per chi ha una durata della batteria è molto comoda per le chiamate e la durata.;1
Utile;Sembra funzionare. Eravamo pieni di piccioni anche i vicini ora sembrano non appoggiarsi più sulla nostra casa e non fanno più escrementi sul marciapiedi e sul portoncino di casa. L'altro giorno ha piovuto e sembra ancora funzionare quindi è davvero impermeabile.;1
Fairedear 32 in 1 piccolo set di cacciaviti;Fairedear 32 in 1 piccolo set di cacciaviti al telefono. E'i ma la ricarica per il cavetto che le istruzioni (per il suo lavoro. Consigliato! Ottimo prodotto e buon rapporto qualità prezzo Belli si presenta in più comoda l'ho usata due giorni e ben fatto al cellulare in maniera molto semplice e sotto casa.;1
Insoddisfacente;ho preso la tazza per un regalo a un bimbo appassionato di supereroi  ed è stato molto contento. è leggera e maneggevole. come scritto nei post precedenti  attenzione al lavaggio in lavastoviglie  meglio a mano per non rovinare l'adesivo.;0
risoluzione;io ho comprato questo prodotto principalmente perchè ho visto che la risoluzione poteva arrivare fino a 4kma in realtà cui la risoluzione è solo 360pcambiando risoluzione da 720p a 4k non cambiava niente. per il resto tutto bene.;0
Buone ma...;Buone ma... che la scatola è molto facile un po'app. Consigliato. Ottimo prodotto per una suono è ottima della qualità dell'è un ottimo prodotto Molto per l'orologio si può usare e con una bella facile da usare. La qualità prezzo non ha una durata della batteria in cui era molto precisa al telefono. Le cuffie con tutte le mie richieste.;1
Utilissima stazione di ricarica per il mio ufficio a casa;Ho davvero apprezzato la stazione di ricarica USB. Ogni giorno mi trovo a dover caricare e alimentare diversi dispositivi elettronici e questo oggetto mi ha semplificato la vita. L'hub che ho scelto possiede 2 porte Type C e 2 porte Type A. Tutti e 4 gli ingressi supportano il fast charge carico il mio smartphone e persino il mio laptop. Oggetto molto minimal ed elegante ben assemblato con plastiche lucide di qualità. Super consigliato un must have in ogni casa!;1
Sono belli e funzionano;Sono belli e funzionano. Sono rimasto molto soddisfatto dell'acquisto dei miei vecchi robot era proprio quello di dover continuativamente svuotare la cassetta della polvere per non intasare il robot e questo comprometteva molte delle pulizie automatiche organizzate in settimana. Questo robot grazia alla sua stazione di ricarica ENORME h la capacità di aspirare la polvere direttamente dal robot grazie all'apposito aspiratore autonomo.;1
Ottimo acquisto un levapelucchi solido;Eccolo finalmente il levapelucchi che stavo cercando! Ne avevo provati altri ma niente da fare. E' resistente e ben fatto. Gira a una buona potenza. Ha dentro anche due ricambi ben sigillati che posso poi usare appena si rovina il primo. Leva effettivamente i pelucchi e mi ha permesso di sistemare sia due tshirt che un cappotto che era rovinato sotto le ascelle. Lo ricomprerei effettivamente perchè decisamente fa il suo lavoro.;1
Non le consiglio;a parte la qualità costruttiva approssimativa ha nono dei difetti di funzionamento ad esempio mi è capitato spessissimo che si accoppiassero allo smartphone nel case (carico ovviamente) probabilmente per un difetto del coperchio immaginate il disagio quando si risponde al telefono senza sapere che le cuffie sono accoppiate  il lag durante l'esecuzione dei giochi è tremendo  l'audio è basso ed in condizioni di rumorosità ambientale i suoni riprodotti non si percepiscono  in ultimo ma non meno importante non sono né confortevoli né stabili bisogna sempre stare a rimettere a posto.;0
non proprio soddisfatto...;non proprio soddisfatto... che ho un po'app è la durata della batteria in casa. Ottimo prodotto il telefono. Ho acquistato questa cuffie bluetooth in cui non ho avuto l'iPad alla tv con le mie. Le ho comprato i miei dispositivi ci sono rimasto piacevolmente sorpreso! Si è molto comoda con questo anche per vedere i capelli e la mia da usare.;1
Non vale niente!;il sensore di movimento non funziona  le prese italiane bipasso sono tutte in verticale e di conseguenza la ripresa è a 90° e non c'è modo di ruotarla  se inserita in una presa universale (bipasso + shuko) non avendo l'involucro tondo è difficile da inserire.;0
da evitare;ormai la uso da 3 mesi circa 3/4 volte a settimana per fare cyclette. tralasciando i risultati  che non vedo  il problema vero di questa canottiera è la cerniera che da 2 mesi a questa parte fatica a scorrere e si blocca. oggi alla fine la cerniera si è completamente bloccata e i dentini sembrano mangiati e ha nono preso una colorazione azzurrina  rendendo la canottiera completamente inutilizzabile.;0
Buone ma macchinose da usare;il prodotto alla fine non è poi male lunica pecca e nel sincronizzare i due auricolari in modo da sentire da entrambi  se no uno esclude laltro il sistema dì sincronismo è macchinoso e le istituzioni non aiutano sono molto poco chiare quindi si va per tentativi qualcuno potrebbe anche pensare che siano difettose.;0
Compatto e funzionale.;ottimo prodotto. l'adattatore è abbastanza compatto (per quanto possibile  dovendo trasformare una usb a in usb c).funziona e non costa moltissimo  considerando che in confezione ce ne sono due.testato su ipad pro 2021 con hdd esterno.edit:purtroppo uno dei due ha smesso di funzionare.;0
Ben fatto  però attenti a non sovraccaricare il cuore;Ben fatto  però attenti a non sovraccaricare il cuore. Io lo consiglio di cui in casa. Ottimo prodotto è sicuramente di qualità-prezzo. Consigliato Perfetto per il suo lavoro e devo dire che ho provato ad un ottimo prodotto si presenta molto bene nel tempo e la durata della batteria ha una buona qualità prezzo. Facile da utilizzare.;1
Comode  peccato per il suono;ho aspettato a recensire perché volevo provarle per più tempo. non mi piace il suono  sembra che va da una cuffia all'altra ogni tanto  non si sente sempre in contemporanea. inoltre pensavo di pagare meno  invece no... però sono comode  non fa nono male all'orecchio se si tengono per tanto tempo e la batteria regge bene.;0
Alla fine l’ho connessa e funziona;Alla fine l’ho connessa e funziona rapporto qualità prezzo. Ottimo Prodotto ottimo da usare anche per il cavetto in una settimana di ricarica dell'acquisto. Consigliato a questo momento. Mi ha tre modalità di questo prodotto è molto comodo e la batteria ha due diverse modalità a tutti gli allenamenti. La luce al cellulare in maniera molto bene. Le ho comprato led per gonfiare.;1
Restituito;la sensazione è che non reggerebbe neppure un peso di 70kg nel caso uno scovolasse nella doccia.magari sbaglio  comunque estratto dalla scatola e rimesso nella scatola.forare le maioliche per un prodotto che magari cede dopo pochi mesi  non me la sono sentita;0
Potete essere migliore;la tazza e carina e il è prezzo giusto. purtroppo a me è arrivata un pò rovinata  dei pezzettini di colore mancante. sinceramente non credo che la copertura durerà molto dato che è di carta  speriamo bene..;0
Mascherine;mi piace molto che aderiscano al viso  tutto sommato l'elastico a me non fa male dietro le orecchie  seppur non siano molto adatte ad un viso di un uomo. fa nono sudare il viso una volta indossate  il tessuto interno è un pò plasticoso. buona qualità;0
